stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
826,,"ARS SUR MOSELLE",,49.075770,6.076469,,https://services.lemet.fr/fr/biv/arret/1443,0,,2
822,,"ARS SUR MOSELLE",,49.075910,6.076660,,https://services.lemet.fr/fr/biv/arret/1443,0,,2
6330,,"ARTS ET METIERS",,49.096509,6.226120,,https://services.lemet.fr/fr/biv/arret/1622,0,,1
6335,,"ARTS ET METIERS",,49.096509,6.226118,,https://services.lemet.fr/fr/biv/arret/1622,0,,1
390,,"ARTILLEURS",,49.120281,6.193512,,https://services.lemet.fr/fr/biv/arret/7294,0,,1
366,,"ARTILLEURS",,49.120190,6.193145,,https://services.lemet.fr/fr/biv/arret/7294,0,,1
725,,"ATELIERS MUNICIPAUX",,49.142480,6.121819,,https://services.lemet.fr/fr/biv/arret/1461,0,,2
730,,"ATELIERS MUNICIPAUX",,49.142460,6.121421,,https://services.lemet.fr/fr/biv/arret/1461,0,,2
429,,"AUBIGNY",,49.094182,6.269990,,https://services.lemet.fr/fr/biv/arret/6944,0,,1
702,,"AUGNY MAIRIE",,49.058685,6.121884,,https://services.lemet.fr/fr/biv/arret/1434,0,,1
711,,"AUGNY MAIRIE",,49.058673,6.121897,,https://services.lemet.fr/fr/biv/arret/1434,0,,1
608,,"AULNES",,49.127244,6.207680,,https://services.lemet.fr/fr/biv/arret/1556,0,,1
598,,"AULNES",,49.127299,6.207678,,https://services.lemet.fr/fr/biv/arret/1556,0,,1
5020,,"AVENUE DE MAGNY",,49.064094,6.167042,,https://services.lemet.fr/fr/biv/arret/7265,0,,1
5023,,"AZALEES",,49.067314,6.168029,,https://services.lemet.fr/fr/biv/arret/7266,0,,1
488,,"BARBE",,49.129598,6.230058,,https://services.lemet.fr/fr/biv/arret/7760,0,,1
487,,"BARBE",,49.129374,6.229538,,https://services.lemet.fr/fr/biv/arret/7760,0,,1
408,,"BAUCHEZ",,49.136653,6.143134,,https://services.lemet.fr/fr/biv/arret/1582,0,,1
401,,"BAUCHEZ",,49.136481,6.142772,,https://services.lemet.fr/fr/biv/arret/1582,0,,1
761,,"BAZIN",,49.108830,6.087670,,,0,,2
554,,"BEAUSOLEIL",,49.075849,6.187141,,https://services.lemet.fr/fr/biv/arret/1591,0,,2
584,,"BEAUSOLEIL",,49.075712,6.186836,,https://services.lemet.fr/fr/biv/arret/1591,0,,2
6200,,"BELLETANCHE",,49.110649,6.210641,,https://services.lemet.fr/fr/biv/arret/27299,0,,1
6205,,"BELLETANCHE",,49.110649,6.210640,,https://services.lemet.fr/fr/biv/arret/27299,0,,1
469,,"BELLE FONTAINE",,49.066876,6.142687,,https://services.lemet.fr/fr/biv/arret/1424,0,,2
471,,"BELLE FONTAINE",,49.066950,6.142790,,https://services.lemet.fr/fr/biv/arret/1424,0,,2
24,,"BELLETANCHE",,49.110186,6.209649,,https://services.lemet.fr/fr/biv/arret/27299,0,,2
10,,"BELLETANCHE",,49.109866,6.208869,,https://services.lemet.fr/fr/biv/arret/27299,0,,2
874,,"BELLEVUE",,49.172243,6.152899,,https://services.lemet.fr/fr/biv/arret/101929,0,,2
6070,,"GEORGES BERNANOS",,49.133318,6.168920,,https://services.lemet.fr/fr/biv/arret/1631,0,,1
6075,,"GEORGES BERNANOS",,49.133318,6.168920,,https://services.lemet.fr/fr/biv/arret/1631,0,,1
892,,"BERLANGE",,49.155741,6.157121,,https://services.lemet.fr/fr/biv/arret/7780,0,,2
893,,"BERLANGE",,49.156149,6.157198,,https://services.lemet.fr/fr/biv/arret/7780,0,,2
166,,"GEORGES BERNANOS",,49.132944,6.167915,,https://services.lemet.fr/fr/biv/arret/1631,0,,1
192,,"GEORGES BERNANOS",,49.132970,6.167800,,https://services.lemet.fr/fr/biv/arret/1631,0,,1
472,,"BERNARD",,49.113890,6.212200,,https://services.lemet.fr/fr/biv/arret/7296,0,,2
462,,"BERNARD",,49.114590,6.211458,,https://services.lemet.fr/fr/biv/arret/7296,0,,2
389,,"BERNE",,49.122856,6.193868,,https://services.lemet.fr/fr/biv/arret/1416,0,,1
367,,"BERNE",,49.122961,6.194159,,https://services.lemet.fr/fr/biv/arret/1416,0,,1
12,,"PAUL BILAINE",,49.164420,6.033929,,https://services.lemet.fr/fr/biv/arret/105995,0,,1
496,,"BILLOTTE",,49.125919,6.196648,,https://services.lemet.fr/fr/biv/arret/7590,0,,2
479,,"BILLOTTE",,49.125580,6.197468,,https://services.lemet.fr/fr/biv/arret/7590,0,,2
6230,,"HAUTS DE BLEMONT",,49.115617,6.225858,,https://services.lemet.fr/fr/biv/arret/1635,0,,1
6235,,"HAUTS DE BLEMONT",,49.115617,6.225857,,https://services.lemet.fr/fr/biv/arret/1635,0,,1
5021,,"BLEUETS",,49.066498,6.164469,,https://services.lemet.fr/fr/biv/arret/7267,0,,1
612,,"BLIDA",,49.125886,6.181395,,https://services.lemet.fr/fr/biv/arret/1505,0,,2
594,,"BLIDA",,49.125745,6.181341,,https://services.lemet.fr/fr/biv/arret/1505,0,,2
537,,"BLORY",,49.087248,6.166820,,https://services.lemet.fr/fr/biv/arret/69991,0,,2
353,,"BLORY",,49.087360,6.167410,,https://services.lemet.fr/fr/biv/arret/69991,0,,2
455,,"BOILEAU",,49.142824,6.168608,,https://services.lemet.fr/fr/biv/arret/7297,0,,2
444,,"BOILEAU",,49.142960,6.169393,,https://services.lemet.fr/fr/biv/arret/7297,0,,2
140,,"BOILVIN",,49.103244,6.174837,,https://services.lemet.fr/fr/biv/arret/1565,0,,2
127,,"BOILVIN",,49.103434,6.174773,,https://services.lemet.fr/fr/biv/arret/1565,0,,2
111,,"BON SECOURS",,49.107062,6.168939,,https://services.lemet.fr/fr/biv/arret/1414,0,,1
92,,"BON SECOURS",,49.107180,6.168711,,https://services.lemet.fr/fr/biv/arret/1414,0,,1
6220,,"LES BORDES",,49.114383,6.220983,,https://services.lemet.fr/fr/biv/arret/7298,0,,1
6225,,"LES BORDES",,49.114383,6.220983,,https://services.lemet.fr/fr/biv/arret/7298,0,,1
21,,"LES BORDES",,49.114289,6.222095,,https://services.lemet.fr/fr/biv/arret/7298,0,,2
13,,"LES BORDES",,49.114256,6.222136,,https://services.lemet.fr/fr/biv/arret/7298,0,,2
65,,"BOTANIQUE",,49.103530,6.161950,,https://services.lemet.fr/fr/biv/arret/26284,0,,2
38,,"BOTANIQUE",,49.103745,6.162015,,https://services.lemet.fr/fr/biv/arret/26284,0,,2
253,,"BOUCHOTTE",,49.092605,6.181247,,https://services.lemet.fr/fr/biv/arret/1514,0,,2
238,,"BOUCHOTTE",,49.092494,6.181268,,https://services.lemet.fr/fr/biv/arret/1514,0,,2
994,,"BOURGOGNE",,49.114270,6.227250,,https://services.lemet.fr/fr/biv/arret/1537,0,,1
993,,"BOURGOGNE",,49.114206,6.226991,,https://services.lemet.fr/fr/biv/arret/1537,0,,1
